timestamp	open	high	low	close	volume	trades
1621390140000	3875.88	3875.88	3875.88	3875.88	0.0127	1
1621390200000	3858.29	3858.3	3858.29	3858.3	1.10302993	2
1621390380000	3853.81	3853.81	3836	3836	9.16916804	5
1621390500000	3859.49	3859.51	3856.44	3856.44	0.87031288	3
1621390560000	3846.38	3846.38	3846.37	3846.37	0.18	2
1621390620000	3838.76	3838.76	3838.76	3838.76	0.72690198	2
1621390680000	3835.96	3835.96	3835.96	3835.96	0.00894445	1
1621390740000	3830.14	3830.14	3830.14	3830.14	0.01028	1
1621390800000	3823.6	3825.48	3823.6	3825.48	1.99999999	2
1621390860000	3850.14	3850.33	3850.14	3850.33	0.63577	2
1621390920000	3838.7	3838.7	3838.68	3838.68	0.74131006	3
1621390980000	3837.44	3837.44	3809.14	3809.14	3.00E+01	13
1621391040000	3858.05	3858.05	3858.05	3858.05	0.61671706	3
1621391100000	3847.09	3847.09	3847.09	3847.09	0.28437197	1
1621391220000	3839.76	3839.76	3839.76	3839.76	0.09070728	1
1621391280000	3825.5	3825.5	3825.49	3825.49	0.67072864	2
1621391400000	3822.85	3825.87	3822.85	3825.87	1.29891908	4
1621391460000	3839.83	3839.83	3839.83	3839.83	0.55329486	3
1621391520000	3841.32	3845.97	3841.32	3845.97	0.13218814	2
1621391580000	3827.74	3827.74	3801	3816.72	17.87782	11
1621391760000	3820.2	3823.32	3820.2	3823.32	0.26623771	2
1621391820000	3847.86	3847.88	3847.86	3847.88	0.77555173	2
1621391940000	3848	3852.1	3848	3848	9.80144348	10
1621392000000	3848	3848	3848	3848	0.01503738	1
1621392180000	3848.68	3848.69	3848.68	3848.69	0.98734689	2
1621392480000	3845.62	3845.62	3845.62	3845.62	0.3167991	1
1621392600000	3851.38	3851.38	3824.71	3824.71	7.09086373	4
1621392720000	3800.29	3800.29	3800.13	3800.13	0.23726314	4
1621392840000	3800	3800	3800	3800	7.93103658	15
1621392900000	3789.25	3789.25	3789.25	3789.25	0.13592084	1
1621393140000	3777.06	3777.06	3760	3760	2.06341705	6
1621393200000	3755	3755	3750	3750	1.48651608	5
1621393260000	3750	3750	3733.46	3740.63	0.7527215	9
1621393320000	3735.43	3739.31	3705	3705	1.87257562	13
1621393380000	3729.78	3729.78	3704.27	3704.27	0.84158463	4
1621393440000	3700	3721.18	3700	3712.3	2.26034141	8
1621393560000	3722.6	3722.6	3690.01	3690.01	24.29823663	13
1621393620000	3707.6	3736.23	3707.6	3736.23	0.64663	3
1621393680000	3742.04	3742.07	3738.21	3738.21	2.92651411	3
1621393740000	3750.03	3750.03	3750.03	3750.03	0.38943016	2
1621393800000	3753.22	3753.22	3709.64	3709.64	18.01145778	10
1621393860000	3770	3770	3770	3770	0.30676558	2
1621393920000	3794.12	3794.12	3774.29	3774.29	2.45704909	2
1621394040000	3766.51	3766.51	3750	3750	6.56008201	20
1621394100000	3736.53	3736.53	3736.53	3736.53	0.10524	1
1621394160000	3747.2	3747.2	3747.2	3747.2	0.15	1
1621394220000	3740.16	3740.16	3740.16	3740.16	0.13267074	1
1621394340000	3725.27	3725.34	3725.27	3725.34	0.268	2
1621394400000	3761.17	3772.22	3761.17	3772.22	0.06621715	3
1621394460000	3789.26	3789.26	3789.26	3789.26	0.19984451	1
1621394520000	3768.64	3787.73	3766.93	3787.73	4.74244945	9
1621394700000	3777.26	3777.56	3777.26	3777.56	0.02421	2
1621394760000	3772.66	3772.66	3739.18	3739.18	18.38265	18
1621394820000	3795.08	3795.28	3795.08	3795.28	0.03706346	2
1621394880000	3794.85	3795.71	3751.91	3782.7	8.10508539	21
1621395000000	3802.94	3802.94	3801.21	3801.21	1.39488087	2
1621395120000	3775.21	3775.21	3775.21	3775.21	0.12654861	1
1621395600000	3786.05	3786.05	3786.05	3786.05	0.07805	1
1621395720000	3759.02	3759.02	3759.02	3759.02	0.07640593	1
1621395840000	3760.51	3760.73	3760.51	3760.73	1.79623322	4
1621395900000	3732.06	3732.06	3728.29	3728.29	0.718078	3
1621396080000	3740.63	3740.63	3740.63	3740.63	0.09097252	1
1621396140000	3740.21	3740.21	3707.58	3707.58	10.54658088	11
1621396260000	3750.12	3750.12	3750.12	3750.12	0.63253715	1
1621396380000	3767.96	3767.96	3767.96	3767.96	0.68375868	1
1621396500000	3742.07	3742.07	3739.47	3739.47	2.13999587	5
1621396620000	3741.51	3741.51	3741.51	3741.51	0.27969487	1
1621396680000	3735.74	3735.74	3735.74	3735.74	0.21119084	1
1621396740000	3732.96	3740	3732.96	3740	0.80999999	3
1621396860000	3727.8	3758.61	3727.8	3758.61	0.33107206	3
1621396980000	3752.29	3770.68	3750	3770.68	1.6085843	4
1621397400000	3715.19	3715.19	3711.73	3711.73	13.15568	5
1621397640000	3710.09	3710.09	3700	3700	6.13028838	4
1621397760000	3690	3690	3680	3683.53	0.2287946	3
1621397820000	3670	3670.36	3670	3670.36	0.01415	2
1621397880000	3660	3660	3650	3650	0.7951432	6
1621397940000	3650	3650	3615.01	3615.01	9.67639	9
1621398000000	3648.32	3648.33	3634.01	3646.66	13.45959195	11
1621398180000	3643.12	3643.12	3643.12	3643.12	0.23140995	1
1621398240000	3627.58	3627.58	3619.11	3619.11	1.29080836	3
1621398300000	3615	3615	3600	3600	12.23347295	5
1621398360000	3600	3610.69	3580	3580	3.7166203	16
1621398420000	3580	3580	3554.56	3577.15	3.43984508	9
1621398540000	3567.5	3567.5	3550	3557.49	4.66926348	10
1621398600000	3579.99	3591.67	3579.98	3591.67	0.20714256	6
1621398660000	3608.61	3627.9	3608.61	3627.9	1.46034211	5
1621398720000	3632.38	3632.38	3536.61	3536.61	25.66194695	37
1621398840000	3602.55	3602.55	3602.55	3602.55	0.14171354	1
1621398900000	3606.57	3606.57	3606.57	3606.57	0.05454	1
1621398960000	3587.54	3587.54	3587.54	3587.54	2.00148294	1
1621399020000	3578.81	3585.94	3578.81	3585.26	0.31373	3
1621399080000	3583.26	3586.37	3573.49	3586.37	1.23876126	4
1621399200000	3546.33	3566.92	3538.6	3538.6	9.86043588	17
1621399260000	3530.02	3530.02	3520	3520	0.25955341	6
1621399320000	3512.28	3512.28	3510	3510	1.48716	4
1621399380000	3507	3507	3469.16	3498.16	36.51931796	52
1621399440000	3497.59	3540.59	3497.59	3540.59	5.19507006	32
1621399500000	3540.33	3567.03	3469.49	3469.49	2.98907132	17
1621399560000	3547.47	3547.47	3544.05	3544.05	0.51949492	3
1621399620000	3524.43	3526.61	3524.43	3526.61	1.16919472	4
1621399680000	3542.59	3542.59	3529.49	3529.49	2.35015181	4
1621399740000	3522.49	3522.49	3522.49	3522.49	0.01398	1
1621399800000	3523.03	3552.8	3523.03	3552.8	1.22447391	8
1621399920000	3500.21	3500.21	3497.54	3497.54	0.12022292	2
1621399980000	3493.11	3493.11	3482.01	3482.02	0.4251193	4
1621400040000	3470.3	3470.3	3428.26	3470	7.98613791	11
1621400100000	3469.45	3470	3469.45	3470	0.98756712	6
1621400160000	3487.81	3487.81	3470.48	3470.48	0.19784847	2
1621400220000	3478.05	3500.59	3478.05	3500.57	22.02817779	23
1621400280000	3500.64	3522.57	3500.64	3522.57	0.47528127	4
1621400340000	3531.96	3531.97	3531.96	3531.97	1.0559202	2
1621400400000	3534.83	3544.24	3517.19	3544.24	3.22756251	7
1621400460000	3549.03	3573.12	3549.03	3573.12	1.87180545	6
1621400520000	3553.64	3553.64	3553.64	3553.64	0.00396	1
1621400580000	3571.22	3571.67	3561.32	3567.86	4.29061638	10
1621400640000	3584.08	3584.08	3584.08	3584.08	0.10495911	1
1621400700000	3591.07	3591.35	3544.79	3591.07	2.86947284	10
1621400760000	3598.24	3602.15	3598.24	3602.15	1.55318777	5
1621400820000	3616.58	3616.58	3609.85	3609.85	5.69945809	6
1621400880000	3595.64	3604.98	3595.64	3604.98	1.07604286	3
1621400940000	3614.81	3614.81	3614.81	3614.81	0.41558968	1
1621401060000	3605.03	3605.03	3605.03	3605.03	0.83543617	2
1621401180000	3614.74	3614.74	3614.52	3614.52	1.10912782	4
1621401240000	3621.88	3633.09	3621.88	3633.09	0.84787734	4
1621401300000	3622.19	3622.19	3620	3620	1.35719603	2
1621401360000	3600	3600	3600	3600	0.02222	1
1621401480000	3599.18	3602.51	3599.18	3602.51	2.27562278	4
1621401600000	3611.32	3611.32	3611.32	3611.32	0.60491273	1
1621401720000	3634.3	3634.3	3634.3	3634.3	3.46793764	1
1621401840000	3625.31	3625.31	3625.31	3625.31	0.74476232	1
1621401900000	3640.51	3650.75	3640.48	3650.75	7.31797872	13
1621402020000	3637.1	3649.51	3637.1	3649.51	2.56949384	4
1621402140000	3648.61	3648.61	3648.61	3648.61	0.53739248	1
1621402260000	3621.57	3621.57	3621.57	3621.57	2.0684297	1
1621402320000	3614.5	3628.73	3614.5	3628.73	3	6
1621402380000	3616.58	3616.58	3616.58	3616.58	0.89185039	1
1621402500000	3580.06	3594.86	3580.06	3594.86	1.07390446	3
1621402560000	3582.77	3582.77	3582.76	3582.76	0.61497	2
1621402620000	3572.05	3572.05	3544.25	3548.27	3.89185931	8
1621402680000	3559.28	3559.28	3559.28	3559.28	0.01693713	1
1621402740000	3571.9	3574.97	3571.9	3574.97	1.6811898	4
1621402800000	3572.8	3575	3572.8	3575	5	5
1621402860000	3544.24	3548.77	3544.24	3548.77	0.56434173	2
1621402980000	3503.74	3503.74	3503.74	3503.74	8.6062117	1
1621403040000	3513.83	3517.93	3500	3517.93	20.3135	16
1621403100000	3514.61	3514.61	3514.6	3514.6	1.16537264	3
1621403220000	3538.43	3538.46	3538.43	3538.46	1.39094	2
1621403280000	3508.52	3508.52	3508.52	3508.52	0.44219274	1
1621403400000	3512.68	3512.68	3512.68	3512.68	0.393726	1
1621403520000	3525.63	3525.63	3525.63	3525.63	1.43254185	1
1621403640000	3520.23	3536.9	3520.23	3536.9	0.1430437	2
1621403760000	3567.27	3567.27	3567.27	3567.27	0.37172642	1
1621403820000	3561.09	3561.09	3561.09	3561.09	0.02738584	1
1621403940000	3532.53	3532.53	3532.53	3532.53	1.01389102	1
1621404000000	3550.24	3550.27	3550.24	3550.27	0.05499913	2
1621404060000	3546.78	3559.7	3546.78	3559.7	0.68199	2
1621404120000	3563.21	3563.21	3563.21	3563.21	0.6191043	1
1621404180000	3575.12	3575.12	3575.12	3575.12	0.54868557	1
1621404360000	3573.74	3573.74	3573.74	3573.74	0.02715964	1
1621404420000	3562.06	3562.06	3562.06	3562.06	0.09416	1
1621404600000	3610.83	3610.83	3600.94	3600.94	0.22886314	2
1621404660000	3581.41	3581.41	3581.16	3581.16	1.82761352	4
1621404780000	3573.87	3573.87	3573.87	3573.87	0.10111	1
1621405020000	3595.4	3595.4	3595.4	3595.4	0.10514061	1
1621405080000	3598.04	3598.04	3598.04	3598.04	0.13979714	1
1621405200000	3601.9	3601.9	3601.9	3601.9	0.07291856	1
1621405260000	3593.68	3593.68	3593.68	3593.68	0.04058108	1
1621405380000	3595.43	3595.43	3595.43	3595.43	0.06776189	1
1621405440000	3607.48	3614.95	3607.48	3614.95	1.76497626	3
1621405560000	3615.31	3615.31	3615.31	3615.31	1.85425943	10
1621405620000	3615.31	3615.31	3615.31	3615.31	0.80604207	1
1621405680000	3615.31	3615.31	3615.31	3615.31	0.3476985	4
1621405740000	3626.3	3626.3	3626.3	3626.3	0.02666667	1
1621405860000	3599.86	3599.86	3599.83	3599.83	4.17433253	4
1621405980000	3583.74	3583.74	3583.74	3583.74	0.0350133	1
1621406160000	3556.01	3556.01	3556.01	3556.01	0.69206379	1
1621406280000	3553.1	3553.1	3553.1	3553.1	0.94640265	2
1621406400000	3570.43	3570.43	3570.43	3570.43	0.03224796	1
1621406640000	3573.66	3573.66	3573.66	3573.66	0.27263657	1
1621406760000	3541.39	3558.63	3541.39	3558.63	1.22833059	3
1621406820000	3579.1	3579.1	3579.1	3579.1	0.04939613	1
1621407060000	3566	3571.03	3566	3571.03	0.82838723	2
1621407180000	3533.8	3544.2	3533.8	3544.2	0.20280591	2
1621407300000	3518.62	3518.62	3500.11	3500.11	1.84369378	4
1621407360000	3545.43	3545.43	3545.43	3545.43	0.12970168	1
1621407540000	3537.01	3537.01	3537.01	3537.01	0.34625291	1
1621407780000	3549.23	3549.23	3539.31	3539.31	2.49999999	10
1621407900000	3536.58	3536.58	3536.58	3536.58	0.57369469	1
1621408080000	3500.02	3500.02	3500.02	3500.02	0.11201291	1
1621408200000	3508.95	3508.95	3500	3500	0.44549752	2
1621408260000	3507.18	3507.19	3507.18	3507.19	0.69360613	2
1621408320000	3467.79	3467.79	3467.79	3467.79	0.04960099	1
1621408440000	3472.55	3472.55	3472.55	3472.55	0.13888888	1
1621408500000	3450	3450	3400.01	3448.14	10.74602306	9
1621408560000	3447.94	3469.15	3447.94	3459.9	0.69960829	6
1621408620000	3490.3	3490.3	3459.9	3459.9	3.0584089	8
1621408680000	3527.66	3527.66	3527.66	3527.66	0.16749	1
1621408800000	3522.98	3522.98	3483.37	3483.37	2.69221807	8
1621409040000	3499.38	3499.38	3477.12	3477.12	4.00000149	10
1621409280000	3499.13	3528.39	3499.12	3528.39	1.05877	5
1621409640000	3516.71	3516.71	3516.71	3516.71	0.01597887	1
1621409700000	3516.9	3516.9	3516.9	3516.9	0.62685179	1
1621409760000	3527.63	3527.63	3527.61	3527.61	0.30950328	3
1621409820000	3547.9	3547.9	3547.9	3547.9	0.28480304	3
1621409940000	3554.17	3554.17	3554.17	3554.17	0.18277632	1
1621410000000	3549.03	3549.03	3549.03	3549.03	0.75598604	2
1621410240000	3591.85	3591.85	3591.85	3591.85	0.0323214	1
1621410480000	3571.17	3571.17	3571.17	3571.17	0.22499999	2
1621410780000	3597.32	3597.37	3597.32	3597.37	3.54102093	6
1621410840000	3587.22	3587.22	3587.22	3587.22	0.00579379	1
1621410960000	3588.1	3588.1	3588.1	3588.1	0.472	1
1621411260000	3586.52	3586.52	3586.52	3586.52	0.31708867	1
1621411500000	3573.29	3573.29	3573.29	3573.29	0.02491657	1
1621411680000	3574.51	3574.51	3574.51	3574.51	0.13617459	1
1621411800000	3548.26	3548.26	3548.26	3548.26	0.04109688	1
1621411920000	3563.67	3563.67	3547.12	3547.12	1.86690956	2
1621411980000	3558.95	3558.95	3547.12	3547.12	1.92469474	3
1621412040000	3547.12	3551.78	3547.12	3551.78	1.91532738	3
1621412160000	3547.12	3547.12	3547.12	3547.12	0.38666566	1
1621412520000	3542.61	3542.61	3542.61	3542.61	0.04087	1
1621412580000	3531.92	3531.92	3531.92	3531.92	0.13414322	1
1621412820000	3519.54	3536.7	3519.54	3536.7	0.42792371	4
1621412880000	3557.07	3557.07	3557.07	3557.07	0.55220257	2
1621412940000	3562.19	3562.19	3562.19	3562.19	0.13852	1
1621413060000	3559.67	3559.67	3559.67	3559.67	0.01016837	1
1621413180000	3559.79	3559.79	3559.79	3559.79	0.09665453	1
1621413240000	3562.67	3562.76	3562.66	3562.76	1.83697903	3
1621413420000	3560.53	3560.53	3560.53	3560.53	0.05455805	1
1621414080000	3589.68	3598.54	3589.68	3598.43	0.32773106	5
1621414560000	3591.73	3591.73	3591.73	3591.73	0.22673964	1
1621414620000	3589.5	3589.5	3582.34	3582.34	0.15419265	3
1621414800000	3585.25	3587.03	3575.18	3587.03	1.26019699	5
1621414860000	3592.71	3592.71	3592.71	3592.71	0.01242534	1
1621414980000	3618.4	3618.4	3618.4	3618.4	0.22519365	1
1621415280000	3611.35	3622.91	3611.34	3622.91	0.21067303	4
1621415400000	3619.87	3619.87	3619.87	3619.87	0.02700746	1
1621415640000	3607.74	3607.74	3607.74	3607.74	0.54011381	1
1621415760000	3605.22	3605.22	3605.22	3605.22	0.17578619	1
1621415820000	3600	3600	3598.11	3598.11	0.09540792	2
1621415880000	3585.31	3585.31	3581.9	3581.9	0.80463533	4
1621415940000	3581.9	3581.9	3581.86	3581.86	1.89006364	9
1621416600000	3542.62	3542.62	3525.42	3525.42	12.40265827	7
1621416840000	3545.72	3545.72	3545.72	3545.72	0.55989606	1
1621416900000	3546.58	3546.58	3546.58	3546.58	0.07639999	1
1621417020000	3539.72	3539.72	3523.19	3523.19	2.4146603	3
1621417440000	3552.04	3552.04	3552.04	3552.04	0.15016929	1
1621417620000	3542.23	3542.23	3542.23	3542.23	0.5	1
1621417680000	3526.12	3526.12	3511.71	3511.71	3.72648114	4
1621417860000	3532.83	3532.83	3532.83	3532.83	0.49758805	1
1621417920000	3532.28	3532.28	3532.28	3532.28	0.00797593	1
1621418100000	3533.4	3533.4	3533.4	3533.4	0.05	1
1621418220000	3556.74	3556.74	3556.74	3556.74	1	1
1621418400000	3573.12	3573.12	3573.12	3573.12	0.28401012	1
1621418580000	3524.42	3547.12	3517.43	3547.12	2.06162	5
1621418700000	3540.15	3540.15	3540.15	3540.15	0.04854947	1
1621419000000	3517.02	3517.02	3517.02	3517.02	0.15498836	1
1621419060000	3510	3510	3510	3510	0.24718059	2
1621419120000	3502.23	3517.17	3502.23	3517.17	0.52604113	2
1621419300000	3501.32	3501.32	3501.32	3501.32	0.47242161	1
1621419360000	3481.07	3481.07	3481.07	3481.07	0.26022036	1
1621419480000	3488.11	3488.11	3488.1	3488.1	1	2
1621419540000	3486.53	3486.53	3442.94	3442.94	24.46710967	9
1621419660000	3488.45	3488.45	3488.44	3488.44	0.66585025	2
1621419720000	3475.69	3475.69	3475.68	3475.68	0.38808461	4
1621419840000	3461.32	3461.32	3440.74	3440.74	10.00052357	8
1621419900000	3445.36	3445.36	3445.26	3445.26	1.00707	3
1621420080000	3498.52	3498.52	3498.52	3498.52	0.2791508	1
1621420320000	3443.35	3455.31	3443.34	3455.31	1.62058993	3
1621420380000	3428.76	3428.76	3428.75	3428.75	0.5568003	2
1621420500000	3447.78	3478.7	3447.78	3478.7	17.58296586	6
1621420680000	3404.72	3404.72	3400	3400	11.59890031	10
1621420740000	3401.67	3423.17	3400	3423.17	4.78759	7
1621420800000	3414.52	3414.52	3400	3400	0.91798016	2
1621420860000	3400.01	3417.34	3400.01	3417.34	1.07317774	3
1621420980000	3451.97	3451.97	3451.97	3451.97	0.25685	1
1621421220000	3400	3400	3400	3400	1.06082111	2
1621421280000	3400	3400	3390	3390	9.34315448	24
1621421340000	3397.33	3397.33	3380	3380	2.27692139	9
1621421400000	3374.02	3396.07	3374.02	3396.07	0.81969881	2
1621421460000	3384.37	3399.27	3384.37	3399.27	0.23806325	2
1621421520000	3374.02	3396.16	3374.02	3396.16	2.62087231	6
1621421640000	3374.02	3374.02	3374.02	3374.02	2.43241693	4
1621421700000	3374.02	3374.02	3374.02	3374.02	8.04097251	25
1621421760000	3374.13	3374.5	3374.13	3374.49	0.80950572	4
1621421820000	3412.19	3412.19	3412.19	3412.19	0.03571428	1
1621421880000	3376.27	3376.27	3374.02	3374.02	0.99999999	4
1621421940000	3374.14	3374.14	3374.02	3374.02	1.27276122	3
1621422000000	3410.15	3424.92	3410.15	3424.92	0.12131937	2
1621422120000	3374.02	3374.02	3374.02	3374.02	0.084677	1
1621422180000	3374.02	3374.02	3370	3370	2.95419393	9
1621422300000	3401.24	3401.24	3401.24	3401.24	2.24204564	1
1621422360000	3360	3360	3350.01	3350.01	0.20490761	2
1621422480000	3358.68	3359.08	3358.68	3359.08	0.5823973	3
1621422600000	3358	3358	3358	3358	0.30195641	1
1621422660000	3350	3350	3350	3350	0.84452023	1
1621422720000	3350	3350	3350	3350	0.17040977	3
1621422780000	3343.32	3343.32	3343.32	3343.32	0.05929526	1
1621422900000	3344.27	3344.27	3320.29	3320.29	2.06916708	4
1621422960000	3320	3320	3320	3320	9	29
1621423020000	3301.03	3310.57	3301	3310.57	6.01095264	14
1621423080000	3301	3301.01	3272.38	3272.38	9.04916171	42
1621423140000	3272.38	3272.38	3234.23	3234.23	3.8034887	5
1621423200000	3235.79	3280	3235.79	3280	1.59880348	21
1621423260000	3280	3280	3224.56	3224.56	2.47091987	10
1621423380000	3230.61	3230.61	3227.79	3227.79	0.80578	2
1621423440000	3248.93	3248.94	3242.36	3242.36	2.8921819	8
1621423500000	3242.35	3264.14	3203.71	3237.79	2.01048314	16
1621423560000	3233.51	3233.54	3203.7	3233.54	1.45935961	7
1621423620000	3219.62	3219.62	3202.44	3202.44	0.61957706	7
1621423680000	3200	3218.09	3200	3200	5.79800057	32
1621423740000	3200	3200.16	3166.01	3181.48	1.77318195	16
1621423800000	3181.47	3181.47	3105.1	3105.1	48.98854127	21
1621423860000	3166	3166	3116.69	3116.69	0.12151887	9
1621423920000	3132	3166	3025	3025	24.55453106	19
1621423980000	3050.44	3066.57	3025	3025	1.92289397	6
1621424040000	3066.57	3199	3025	3198.99	13.3910169	8
1621424100000	3071.17	3147.31	3071.17	3147.31	0.31622016	8
1621424160000	3143.73	3198.98	3066.68	3198.98	0.54360694	12
1621424220000	3178.04	3205.65	3178.04	3205.65	11.84856367	5
1621424280000	3198.97	3216.45	3198.95	3198.95	1.67745624	10
1621424340000	3198.95	3213.79	3198.95	3213.79	0.65978175	30
1621424400000	3216.45	3255.07	3071.34	3071.34	1.69418082	25
1621424460000	3213.79	3262.41	3208.98	3249.01	0.1118874	13
1621424520000	3213.79	3256.62	2575	3254.84	106.8474975	93
1621424580000	3213.78	3254.84	3000.51	3000.51	0.68973188	11
1621424640000	3248.39	3248.39	3146.41	3146.41	4.00254489	7
1621424700000	3183.43	3212.19	3181.11	3181.11	5.30900477	14
1621424760000	3189.64	3189.64	3125.78	3171.91	0.61945231	5
1621424820000	3169.92	3169.92	3128.14	3128.14	1.11465	3
1621424880000	3189.39	3214.31	3189.39	3214.31	3.7098056	2
1621424940000	3169.91	3202.61	3169.91	3200.25	1.98706767	4
1621425000000	3194.29	3194.29	3194.29	3194.29	0.01542	1
1621425060000	3136.25	3192.46	3136.24	3192.45	1.05052621	4
1621425120000	3192.41	3200.25	3192.4	3200.25	5.30933617	11
1621425180000	3237.56	3237.56	3168.27	3168.27	1.09263584	4
1621425240000	3228.17	3248.96	3226.87	3248.96	0.64706649	7
1621425300000	3248.58	3248.84	3248.58	3248.84	0.81884047	3
1621425420000	3227.17	3227.17	3217.15	3217.15	1.14021047	5
1621425480000	3230	3262.57	3230	3262.57	3.97443277	29
1621425540000	3262.18	3264.63	3246.95	3263.58	4.875077	9
1621425600000	3257.24	3264.43	3230	3258.76	19.53195074	20
1621425660000	3251.05	3251.05	3222.99	3222.99	3.41202948	9
1621425720000	3230	3251.05	3185.49	3251.05	4.17219082	12
1621425780000	3265.94	3265.94	3265.94	3265.94	0.020979	1
1621425840000	3227.02	3280	3227.02	3280	0.7851002	8
1621425900000	3285	3285	3284.6	3284.6	4.12166246	6
1621425960000	3284.56	3284.56	3284.56	3284.56	0.72078298	2
1621426020000	3289.89	3289.89	3263.31	3263.31	1.60578673	5
1621426080000	3308.63	3308.63	3274.87	3274.87	0.29533	2
1621426140000	3244.2	3244.2	3244.2	3244.2	0.70882878	1
1621426200000	3283.27	3283.27	3249.94	3249.94	1.70887893	8
1621426260000	3269.89	3269.89	3222.15	3222.15	4.89244865	5
